064001;Aiello del Sabato;AV;CAM;0825;83020;A101;4003;http://www.comuni-italiani.it/064/001/
064002;Altavilla Irpina;AV;CAM;0825;83011;A228;4185;http://www.comuni-italiani.it/064/002/
064003;Andretta;AV;CAM;0827;83040;A284;2089;http://www.comuni-italiani.it/064/003/
064004;Aquilonia;AV;CAM;0827;83041;A347;1848;http://www.comuni-italiani.it/064/004/
064005;Ariano Irpino;AV;CAM;0825;83031;A399;23134;http://www.comuni-italiani.it/064/005/
064006;Atripalda;AV;CAM;0825;83042;A489;11174;http://www.comuni-italiani.it/064/006/
010002;Avegno;GE;LIG;0185;16030;A506;2527;http://www.comuni-italiani.it/010/002/
021005;Avelengo;BZ;TAA;0473;39010;A507;752;http://www.comuni-italiani.it/021/005/
064007;Avella;AV;CAM;081;83021;A508;7958;http://www.comuni-italiani.it/064/007/
064008;Avellino;AV;CAM;0825;83100;A509;56339;http://www.comuni-italiani.it/064/008/
016014;Averara;BG;LOM;0345;24010;A511;185;http://www.comuni-italiani.it/016/014/
061005;Aversa;CE;CAM;081;81031;A512;51631;http://www.comuni-italiani.it/061/005/
073001;Avetrana;TA;PUG;099;74020;A514;7079;http://www.comuni-italiani.it/073/001/
066006;Avezzano;AQ;ABR;0863;67051;A515;42029;http://www.comuni-italiani.it/066/006/
093004;Aviano;PN;FVG;0434;33081;A516;9270;http://www.comuni-italiani.it/093/004/
016015;Aviatico;BG;LOM;035;24020;A517;525;http://www.comuni-italiani.it/016/015/
001013;Avigliana;TO;PIE;011;10051;A518;12367;http://www.comuni-italiani.it/001/013/
076007;Avigliano;PZ;BAS;0971;85021;A519;11948;http://www.comuni-italiani.it/076/007/
055033;Avigliano Umbro;TR;UMB;0744;05020;M258;2671;http://www.comuni-italiani.it/055/033/
022007;Avio;TN;TAA;0464;38063;A520;4122;http://www.comuni-italiani.it/022/007/
007006;Avise;AO;VDA;0165;11010;A521;340;http://www.comuni-italiani.it/007/006/
089002;Avola;SR;SIC;0931;96012;A522;31827;http://www.comuni-italiani.it/089/002/
006010;Avolasca;AL;PIE;0131;15050;A523;298;http://www.comuni-italiani.it/006/010/
064009;Bagnoli Irpino;AV;CAM;0827;83043;A566;3286;http://www.comuni-italiani.it/064/009/
064010;Baiano;AV;CAM;081;83022;A580;4763;http://www.comuni-italiani.it/064/010/
064011;Bisaccia;AV;CAM;0827;83044;A881;4044;http://www.comuni-italiani.it/064/011/
064012;Bonito;AV;CAM;0825;83032;A975;2553;http://www.comuni-italiani.it/064/012/
064013;Cairano;AV;CAM;0827;83040;B367;371;http://www.comuni-italiani.it/064/013/
064014;Calabritto;AV;CAM;0827;83040;B374;2560;http://www.comuni-italiani.it/064/014/
064015;Calitri;AV;CAM;0827;83045;B415;5042;http://www.comuni-italiani.it/064/015/
064016;Candida;AV;CAM;0825;83040;B590;1163;http://www.comuni-italiani.it/064/016/
064017;Caposele;AV;CAM;0827;83040;B674;3605;http://www.comuni-italiani.it/064/017/
064018;Capriglia Irpina;AV;CAM;0825;83010;B706;2416;http://www.comuni-italiani.it/064/018/
064019;Carife;AV;CAM;0827;83040;B776;1530;http://www.comuni-italiani.it/064/019/
064020;Casalbore;AV;CAM;0825;83034;B866;1933;http://www.comuni-italiani.it/064/020/
064021;Cassano Irpino;AV;CAM;0827;83040;B997;996;http://www.comuni-italiani.it/064/021/
064022;Castel Baronia;AV;CAM;0827;83040;C058;1178;http://www.comuni-italiani.it/064/022/
064023;Castelfranci;AV;CAM;0827;83040;C105;2165;http://www.comuni-italiani.it/064/023/
064024;Castelvetere sul Calore;AV;CAM;0827;83040;C283;1707;http://www.comuni-italiani.it/064/024/
064025;Cervinara;AV;CAM;0824;83012;C557;9926;http://www.comuni-italiani.it/064/025/
064026;Cesinali;AV;CAM;0825;83020;C576;2570;http://www.comuni-italiani.it/064/026/
064027;Chianche;AV;CAM;0825;83010;C606;571;http://www.comuni-italiani.it/064/027/
064028;Chiusano di San Domenico;AV;CAM;0825;83040;C659;2388;http://www.comuni-italiani.it/064/028/
064029;Contrada;AV;CAM;0825;83020;C971;3020;http://www.comuni-italiani.it/064/029/
064030;Conza della Campania;AV;CAM;0827;83040;C976;1447;http://www.comuni-italiani.it/064/030/
064031;Domicella;AV;CAM;081;83020;D331;1915;http://www.comuni-italiani.it/064/031/
064032;Flumeri;AV;CAM;0825;83040;D638;3112;http://www.comuni-italiani.it/064/032/
064033;Fontanarosa;AV;CAM;0825;83040;D671;3329;http://www.comuni-italiani.it/064/033/
064034;Forino;AV;CAM;0825;83020;D701;5396;http://www.comuni-italiani.it/064/034/
064035;Frigento;AV;CAM;0825;83040;D798;4017;http://www.comuni-italiani.it/064/035/
064036;Gesualdo;AV;CAM;0825;83040;D998;3692;http://www.comuni-italiani.it/064/036/
064037;Greci;AV;CAM;0825;83030;E161;772;http://www.comuni-italiani.it/064/037/
064038;Grottaminarda;AV;CAM;0825;83035;E206;8359;http://www.comuni-italiani.it/064/038/
064039;Grottolella;AV;CAM;0825;83010;E214;2020;http://www.comuni-italiani.it/064/039/
064040;Guardia Lombardi;AV;CAM;0827;83040;E245;1830;http://www.comuni-italiani.it/064/040/
064041;Lacedonia;AV;CAM;0827;83046;E397;2825;http://www.comuni-italiani.it/064/041/
064042;Lapio;AV;CAM;0825;83030;E448;1648;http://www.comuni-italiani.it/064/042/
064043;Lauro;AV;CAM;081;83023;E487;3638;http://www.comuni-italiani.it/064/043/
064044;Lioni;AV;CAM;0827;83047;E605;6420;http://www.comuni-italiani.it/064/044/
064045;Luogosano;AV;CAM;0827;83040;E746;1239;http://www.comuni-italiani.it/064/045/
064046;Manocalzati;AV;CAM;0825;83030;E891;3280;http://www.comuni-italiani.it/064/046/
064047;Marzano di Nola;AV;CAM;081;83020;E997;1722;http://www.comuni-italiani.it/064/047/
064048;Melito Irpino;AV;CAM;0825;83030;F110;1968;http://www.comuni-italiani.it/064/048/
064049;Mercogliano;AV;CAM;0825;83013;F141;12471;http://www.comuni-italiani.it/064/049/
